Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Peat,Peat soils,40.7,1079,1,1,-2.0231654077521557,-1.3999277384562063,-63.99283,-30.420938
Coarse loamy,Brown Earth: Well drained mineral soils,24.5,972,3,2,1.932596247530789,-0.7402317570646709,37.837536,-34.386894
Peat,Peat soils,64.6,1143,1,1,-2.0996580855928677,-1.0864105349082562,-59.184246,-20.925846
Clayey,Surface-water Gley: Poorly drained mineral soil,107.5,1175,2,0,-0.25187812354044503,-0.18269007696515094,-5.7730117,-21.074623
Coarse loamy,Brown Earth: Well drained mineral soils,35.9,1363,2,0,-0.2690353515131041,-0.4145072081374521,-35.328957,1.6540887
Coarse loamy,Surface-water Gley: Poorly drained mineral soil,57.1,1405,3,2,1.6040170151727446,0.33143873440434035,22.565498,34.865524
Fine loamy,Groundwater Gley: Poorly drained mineral soil,87.4,936,3,2,1.8638907656094448,-0.29597019921308143,81.43934,-10.350202
Peat,Peat soils,75.9,898,1,1,-1.9572756794113824,-1.4509734813335788,-51.50523,-67.2695
Peat,Peat soils,366.6,1795,1,3,-2.964572141418879,2.5832576506634495,-58.891582,54.04248
All,River alluvium,1.2,1089,0,1,-3.9031649379995708,-2.197764893643617,-113.92992,-18.867588
Fine loamy,Brown Podzolic: Well drained acid mineral soil,240.6,1242,3,2,1.4411870361871681,1.5194891437684817,34.79763,72.69766
Clayey,Surface-water Gley: Poorly drained mineral soil,39.7,970,3,2,1.9116476537340228,-0.6203935467661775,43.512016,-31.864792
Fine loamy,Surface-water Gley: Poorly drained mineral soil,162.0,1515,3,2,1.37913895581264,1.389118361507768,29.581446,56.919277
Fine loamy,Surface-water Gley: Poorly drained mineral soil,31.7,973,2,0,-0.009912999988007876,-1.1752009959858052,-13.463325,-71.44943
Fine loamy,Surface-water Gley: Poorly drained mineral soil,163.4,1132,3,2,1.6255248629044319,0.6869888545973737,63.288162,53.271484
Peat,Lithosols: Stony mineral soils often overlying bedrock,219.0,1414,3,2,1.3612309732637495,1.6643256879099724,32.601555,67.59802
Fine loamy,Surface-water Gley: Poorly drained mineral soil,166.1,1390,3,2,1.4542202932209758,1.1895792217635601,34.073315,58.289986
Fine loamy,Luvisol: Well drained mineral soils,116.3,906,3,2,1.8410539279427693,-0.11692434373657823,95.674774,7.1810365
Fine loamy,Brown Earth: Well drained mineral soils,21.4,1028,3,2,1.900808560064072,-0.6611070506064177,25.720715,-20.546335
Fine loamy,Luvisol: Well drained mineral soils,158.0,985,3,2,1.7287803006057345,0.36923721179576674,73.5881,56.393574
Peat,Peat soils,403.0,1611,1,3,-2.8984927035896684,2.5363781149544633,-55.600677,54.148674
All,River alluvium,76.2,876,3,2,1.9192017853069947,-0.4987945285968999,80.68072,-28.768412
Peat,Peat soils,333.6,1593,2,0,-0.8539237406054925,2.434039820826294,-15.031592,59.328285
Fine loamy,Luvisol: Well drained mineral soils,59.4,844,3,2,1.9645463238056102,-0.6949798375539707,65.473335,-47.017643
Peat,Peat soils,65.0,830,1,1,-1.8972144834607585,-1.666262657065133,-52.40742,-75.71331
Fine loamy,Luvisol: Well drained mineral soils,79.9,896,3,2,1.9008135636179713,-0.43145739273482364,80.37606,-25.537779
Fine loamy,Luvisol: Well drained mineral soils,93.5,929,3,2,1.8595037182766392,-0.2594226298330572,86.22924,-5.635906
Coarse loamy,Brown Earth: Well drained mineral soils,6.3,989,3,2,1.948205654970982,-0.8565133492774065,29.824108,-36.615692
Fine loamy,Luvisol: Well drained mineral soils,56.3,1062,2,0,-0.10364653569367643,-0.8094195531656517,-17.002697,-47.445118
Coarse loamy,Brown Earth: Well drained mineral soils,34.8,918,3,2,1.9525490915668486,-0.7571001911613467,43.873184,-37.67038
Coarse loamy,Brown Earth: Well drained mineral soils,48.9,1045,3,2,1.8495339013751035,-0.40588338132070545,42.643867,-14.688779
Fine loamy,Surface-water Gley: Poorly drained mineral soil,103.0,1233,2,0,-0.28291415621657556,-0.1112203727380261,-12.840093,-3.482569
Fine loamy,Surface-water Gley: Poorly drained mineral soil,92.1,1205,3,2,1.6825238981176929,0.24337107004809067,47.051292,25.281204
Peat,Peat soils,122.7,1896,2,0,-0.7418042953974724,1.2840620443814283,-29.641315,35.172092
Fine loamy,Luvisol: Well drained mineral soils,94.4,905,3,2,1.8737542470358584,-0.29681716887626386,90.509575,-7.8781223
Peat,Peat soils,206.0,1501,1,1,-2.538822029557882,0.7299975122710127,-59.4963,32.252876
Fine loamy,Luvisol: Well drained mineral soils,102.1,976,3,2,1.8164304342063886,-0.10195263626488804,80.27911,4.392605
Fine loamy,Brown Earth: Well drained mineral soils,29.8,1174,3,2,1.793811138466447,-0.3208307053446857,23.036493,-1.7508857
Peat,Lithosols: Stony mineral soils often overlying bedrock,502.0,1924,2,3,-1.3150897493122629,4.419637063730553,-21.873579,65.034904
Peat,Peat soils,75.1,1183,2,0,-0.209648463409577,-0.43117312764367743,-16.601862,-23.91764
All,River alluvium,138.2,1538,2,0,-0.5322707666548987,0.7431282976202442,-20.222925,28.118202
Fine loamy,Brown Earth: Well drained mineral soils,253.7,1385,3,2,1.3292569120111946,1.8923839591142357,28.638165,71.12479
Fine loamy,Luvisol: Well drained mineral soils,113.1,956,3,2,1.8133045252149156,-0.04979026788129293,86.49792,8.663269
Fine loamy,Brown Earth: Well drained mineral soils,1.6,1224,3,2,1.802650393358486,-0.45692707888680073,11.770408,-2.3189628
Coarse loamy,Brown Earth: Well drained mineral soils,43.0,1431,2,0,-0.3235350715055043,-0.2301090607143027,-34.887688,6.4502907
Fine loamy,Luvisol: Well drained mineral soils,81.8,864,3,2,1.918789786216907,-0.47562632554263895,84.97655,-28.66563
Fine loamy,Luvisol: Well drained mineral soils,165.6,1027,3,2,1.6904138379306,0.5092632300502244,70.69084,56.237053
Fine loamy,Luvisol: Well drained mineral soils,98.1,976,3,2,1.822284619425571,-0.13446950816847214,78.76821,2.0336823
Fine loamy,Surface-water Gley: Poorly drained mineral soil,65.7,1123,2,0,-0.1569718270606586,-0.619364864670883,-18.583097,-37.792793
Peat,Lithosols: Stony mineral soils often overlying bedrock,245.3,1293,3,2,1.4012269626333653,1.6527069931009088,34.234062,71.94955
Peat,Peat soils,491.0,1708,1,3,-3.090204315163894,3.432455589186929,-57.356834,61.035275
Clayey,Surface-water Gley: Poorly drained mineral soil,108.5,1145,2,0,-0.2338820193033211,-0.23044940301614647,-4.4690347,-22.527962
Fine loamy,Luvisol: Well drained mineral soils,100.6,1011,2,0,-0.1354002310748612,-0.5443057216791739,5.62128,-38.128086
Peat,Peat soils,49.5,1099,1,1,-2.0490177155956375,-1.2911315909170604,-62.287926,-26.685162
Fine loamy,Groundwater Gley: Poorly drained mineral soil,37.3,1049,2,0,-0.06740664066772695,-0.9880930637859957,-23.348886,-55.329582
Fine loamy,Surface-water Gley: Poorly drained mineral soil,149.4,954,2,0,-0.16984795471924308,-0.2537881181065422,6.504758,-11.127449
Fine loamy,Surface-water Gley: Poorly drained mineral soil,129.2,1213,2,0,-0.30828596904094274,0.0645061088791885,-7.906674,5.2564917
Fine loamy,Surface-water Gley: Poorly drained mineral soil,168.0,1538,2,0,-0.5758844465378097,0.9853789933019454,-17.161615,32.157543
Fine loamy,Luvisol: Well drained mineral soils,59.2,867,3,2,1.9499199676510974,-0.6537577973951995,64.17211,-43.693165
Peat,Peat soils,186.5,1457,2,0,-0.550418996713347,0.9848704569834146,-12.9808,33.367832
Peat,Peat soils,3.0,1324,2,0,-0.19558713238083092,-0.7546135867793898,-40.620857,-3.0308242
Fine loamy,Surface-water Gley: Poorly drained mineral soil,90.1,1209,2,0,-0.2484666884511757,-0.2607981198485979,-14.064822,-9.108922
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,206.0,1358,3,2,1.416581756237676,1.4543205720397934,35.679752,67.178314
Peat,Peat soils,332.1,1765,1,3,-2.8946201433615086,2.246911086468146,-59.679535,51.388935
Fine loamy,Surface-water Gley: Poorly drained mineral soil,90.2,1130,2,0,-0.19736929665460057,-0.40715836398848926,-8.204406,-28.237848
Fine loamy,Surface-water Gley: Poorly drained mineral soil,89.9,850,2,0,-0.015306827705246384,-0.9312235402989124,15.392888,-65.46147
Fine loamy,Brown Earth: Well drained mineral soils,28.4,1143,3,2,1.815968408853144,-0.38996310600539474,23.983355,-6.194582
Fine loamy,Brown Earth: Well drained mineral soils,8.2,1240,3,2,1.7826125074578103,-0.37346701676487815,11.295982,1.012797
Fine loamy,Surface-water Gley: Poorly drained mineral soil,103.5,1078,2,0,-0.18310440156905594,-0.39591324122235094,-0.1832611,-29.94873
Fine loamy,Luvisol: Well drained mineral soils,74.7,1224,3,2,1.6956651584779223,0.13731875515119807,36.024284,22.452963
Peat,Peat soils,159.0,1858,1,3,-2.7016051946813278,1.0129979413239094,-75.20674,35.961353
Fine loamy,Brown Earth: Well drained mineral soils,46.5,1099,2,0,-0.1133040175750466,-0.8201566850295998,-24.373066,-49.19416
All,River alluvium,114.9,1100,3,2,1.71726381926507,0.23310733580439935,63.31878,27.039314
Fine loamy,Surface-water Gley: Poorly drained mineral soil,209.3,1004,2,0,-0.28994712927970356,0.3262996120277817,3.1629703,21.13393
Fine loamy,Brown Earth: Well drained mineral soils,75.4,1231,2,0,-0.24122296816808708,-0.33931269180788215,-19.146887,-17.773006
Peat,Peat soils,68.7,1166,1,1,-2.1205776908580014,-1.0102328574531325,-58.405144,-13.133533
Fine loamy,Luvisol: Well drained mineral soils,104.8,913,2,0,-0.07797893378473297,-0.6927322500015897,19.13902,-56.029144
Peat,Lithosols: Stony mineral soils often overlying bedrock,44.9,1300,2,0,-0.24134200211823398,-0.45871018881086,-32.027565,-15.426315
Peat,Peat soils,200.4,1797,1,3,-2.722628055597966,1.2359075260046581,-69.42765,38.708282
Fine loamy,Luvisol: Well drained mineral soils,63.2,1124,2,0,-0.15396161631673344,-0.63782495814306,-19.378973,-38.233807
Peat,Peat soils,153.0,2129,1,3,-2.8686094267478937,1.4690824811781198,-78.29907,40.04783
All,River alluvium,65.3,829,0,1,-3.8283279514403374,-2.1610494029550757,-95.68844,-32.340336
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,115.3,1259,3,2,1.6135422528709782,0.5325683063372828,47.767406,37.46643
Peat,Peat soils,113.0,1378,1,1,-2.3229276559900143,-0.25516278999757214,-57.20213,4.09189
Fine loamy,Luvisol: Well drained mineral soils,16.1,868,2,0,0.08102709926352247,-1.4976267005039035,-9.758872,-77.1736
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,92.9,1106,3,2,1.7455699078621914,0.06544224914006547,58.76195,8.855696
Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.7,1006,2,0,-0.06644372689921596,-0.9186223661347203,-11.433031,-54.53581
Fine loamy,Surface-water Gley: Poorly drained mineral soil,68.1,1022,3,2,1.8363528777384985,-0.2926502799374522,55.461456,-13.1777315
Coarse loamy,Brown Earth: Well drained mineral soils,31.203829,1692,3,2,1.4557532703637879,0.655590186794859,12.285489,42.073334
Peat,Peat soils,189.0,1872,2,0,-0.8232696949718896,1.778318360961821,-23.519594,46.12945
Peat,Peat soils,86.4,1082,1,1,-2.09199543893551,-1.0228336225550692,-44.456932,-51.111107
Peat,Lithosols: Stony mineral soils often overlying bedrock,56.0,1756,2,0,-0.5533740543386427,0.4810299999303371,-34.151077,30.094528
Fine loamy,Brown Earth: Well drained mineral soils,176.7,1134,3,2,1.6047623870145218,0.7988333566119166,62.915035,56.355976
Fine loamy,Luvisol: Well drained mineral soils,203.4,982,3,2,1.664281263422203,0.7327148534987566,69.350235,65.67065
Peat,Peat soils,674.0,2303,1,3,-3.743983024689573,6.028558601975915,-58.74979,65.91247
Peat,Peat soils,166.3,1797,1,1,-2.6727211266044337,0.9587011930266041,-70.73362,29.368746
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,197.2,1252,3,2,1.4982183956346606,1.1853105982902252,40.8642,67.6279
Clayey,Surface-water Gley: Poorly drained mineral soil,61.9,977,2,0,-0.056706718465093786,-0.9222468072434935,-6.4384255,-54.73846
Peat,Peat soils,60.3,959,1,1,-1.974012313158473,-1.4641492422362106,-55.910686,-46.01324
Peat,Lithosols: Stony mineral soils often overlying bedrock,26.1,1526,3,2,1.5708996934356687,0.30485010472669316,12.830285,37.728516
Fine loamy,Surface-water Gley: Poorly drained mineral soil,85.9,848,2,0,-0.008155332449935493,-0.9674663151376227,13.943544,-67.02214
Fine loamy,Luvisol: Well drained mineral soils,84.0,1108,2,0,-0.17402489916745978,-0.4985444477254317,-9.837204,-30.550314
All,River alluvium,86.7,1049,2,0,-0.13970582812463306,-0.5865096957767325,-2.0727022,-38.876797
Fine loamy,Brown Earth: Well drained mineral soils,128.9,1098,3,2,1.6980714810340585,0.34319048453181744,70.157166,33.383667
Coarse loamy,Brown Earth: Well drained mineral soils,59.0,1061,2,0,-0.10694945569856085,-0.7893336160982954,-16.786081,-46.298252
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,113.9,1496,3,2,1.4618599784165278,0.962706898983472,28.481064,48.76896
Fine loamy,Luvisol: Well drained mineral soils,107.1,1024,3,2,1.777977261815339,0.028115124057618512,72.75205,12.190075
Fine loamy,Luvisol: Well drained mineral soils,60.8,1060,2,0,-0.1089351840291286,-0.7765639752092458,-16.415033,-46.069103
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,41.0,1168,3,2,1.7813113499611193,-0.2409611728200286,28.197845,1.450348
Fine loamy,Surface-water Gley: Poorly drained mineral soil,92.9,1236,3,2,1.6612447555138727,0.30762593992326215,42.38416,28.033802
Fine loamy,Brown Earth: Well drained mineral soils,111.6,1192,3,2,1.6624172604090095,0.37767245149974316,54.169785,31.889711
Fine loamy,Brown Earth: Well drained mineral soils,123.1,1297,3,2,1.5774777010071404,0.6667683623166678,42.298977,42.64144
Peat,Lithosols: Stony mineral soils often overlying bedrock,339.0,1367,2,0,-0.7152308565689287,2.056910566226882,-12.022336,61.724533
Fine loamy,Luvisol: Well drained mineral soils,67.9,928,2,0,-0.0337039004087325,-0.9647561212987068,3.4588907,-59.140213
Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.0,1479,3,2,1.559089991076081,0.45222578525462453,20.831451,36.826694
All,River alluvium,65.0,1258,0,1,-4.106161890298348,-1.3642819887632958,-104.342636,-16.763176
Loamy,Podzols: Well drained acid mineral soil,143.8,1296,3,2,1.5478309475159344,0.8331802229501524,43.05112,50.149822
Fine loamy,Luvisol: Well drained mineral soils,66.5,1013,3,2,1.8445324469887474,-0.32242359190695313,54.889557,-14.737598
Peat,Peat soils,44.7,929,1,1,-1.931721340261741,-1.64685358668708,-64.45908,-44.982693
Fine loamy,Luvisol: Well drained mineral soils,127.3,1059,3,2,1.7257107008262267,0.2575286285354248,74.152954,29.043543
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,77.0,1200,3,2,1.7078667224104276,0.11130512127424552,41.919956,14.363863
All,Marine alluvium,1.1,841,2,0,0.12049397932318495,-1.669864659766546,-8.408347,-79.13419
Fine loamy,Brown Earth: Well drained mineral soils,46.8,1058,3,2,1.8441748333803432,-0.3987363699917674,36.99693,-15.784718
Peat,Peat soils,45.6,1680,1,1,-2.4201784505021093,-0.240460738368922,-82.61667,10.805225
Fine loamy,Luvisol: Well drained mineral soils,158.0,1063,3,2,1.6781852091967435,0.5145474262656846,68.992,54.31882
Fine loamy,Brown Earth: Well drained mineral soils,156.6,1313,3,2,1.5180704195074615,0.9689043879901931,41.531643,53.737614
Peat,Peat soils,75.3,913,1,1,-1.9661273768994647,-1.4279067401056706,-51.455135,-66.221634
Peat,Peat soils,14.5,1318,1,1,-2.1398490438838014,-1.1676678486771126,-79.058365,-9.758382
Peat,Peat soils,349.2,1786,1,3,-2.9332685405528585,2.4250426946747914,-59.324127,52.7199
Fine loamy,Surface-water Gley: Poorly drained mineral soil,11.8,1047,2,0,-0.028788899859309325,-1.1991140251064702,-20.053396,-72.94495
All,River alluvium,34.0,1019,0,1,-3.90576340553239,-2.0615331467636415,-107.22065,-26.761002
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,51.2,1368,2,0,-0.2946708850667976,-0.2808154157684277,-31.88728,2.691572
Fine loamy,Brown Earth: Well drained mineral soils,151.6,1355,3,2,1.498144640272753,1.0065022597483613,39.54951,52.63912
Fine loamy,Luvisol: Well drained mineral soils,118.8,1051,2,0,-0.18798297454470214,-0.32183589581534444,3.9257922,-23.64506
Peat,Peat soils,122.6,1295,1,1,-2.2831393340167425,-0.3317472692367037,-55.30641,5.7534156
Fine loamy,Brown Earth: Well drained mineral soils,29.0,919,2,0,0.02906594601039547,-1.2977492637691292,-10.570807,-74.66997
Coarse loamy,Brown Earth: Well drained mineral soils,52.4,1013,3,2,1.865168449886366,-0.43704556536708694,46.13956,-18.825539
Fine loamy,Luvisol: Well drained mineral soils,104.6,930,3,2,1.842609699275343,-0.16732535883304833,90.38809,0.636237
Fine loamy,Brown Earth: Well drained mineral soils,43.0,1245,2,0,-0.202885238145603,-0.5766180336810304,-31.011484,-21.129393
Loamy,Podzols: Well drained acid mineral soil,201.0,1798,2,0,-0.7928317792927029,1.7380105680729074,-22.35644,45.555737
Fine loamy,Brown Earth: Well drained mineral soils,56.3,1069,3,2,1.8231359382860797,-0.3010163330775617,44.582287,-8.753467
Peat,Peat soils,65.4,832,1,1,-1.899097212018805,-1.6592850669396486,-52.39584,-75.620476
Peat,Peat soils,42.3,1015,1,1,-1.9839931606837338,-1.506149883618808,-62.740913,-34.68862
Fine loamy,Luvisol: Well drained mineral soils,58.7,991,3,2,1.8702185185635614,-0.4268164244053293,51.41909,-21.816536
Fine loamy,Brown Earth: Well drained mineral soils,66.0,1176,3,2,1.7395334521967154,-0.022827111682123924,39.31891,10.163597
Loamy,Podzols: Well drained acid mineral soil,358.0,1494,3,2,1.1059056354520314,2.943323103964563,22.915047,73.53211
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,144.0,1439,2,0,-0.47654248843437896,0.6058455665916993,-16.149897,27.737066
Fine loamy,Brown Earth: Well drained mineral soils,96.4,983,3,2,1.8202320630172766,-0.13524851845455388,77.97341,1.756851
Fine loamy,Surface-water Gley: Poorly drained mineral soil,84.0,997,2,0,-0.10202419216235725,-0.7053320606249305,0.78975505,-44.60024
Fine loamy,Brown Earth: Well drained mineral soils,24.3,1049,2,0,-0.04838053870538328,-1.093772897472644,-18.35027,-71.52493
Fine loamy,Brown Earth: Well drained mineral soils,107.87062,995,3,2,1.7956604192857926,-0.01964593054512509,80.37769,9.322171
Fine loamy,Brown Earth: Well drained mineral soils,213.8,1209,3,2,1.5018156927518032,1.2401487035848877,39.850582,70.71702
Fine loamy,Luvisol: Well drained mineral soils,87.1,909,3,2,1.8818435149886108,-0.3487086542300527,87.34167,-11.378121
Peat,Peat soils,83.6,879,1,1,-1.9562205406150932,-1.4237745808028777,-47.011402,-68.25186
Coarse loamy,Brown Earth: Well drained mineral soils,66.9,1157,3,2,1.7505407058656148,-0.05090689338751542,41.320393,8.455572
Fine loamy,Brown Earth: Well drained mineral soils,38.3,766,3,2,2.0460222422457894,-1.0118165513152944,57.22264,-55.017403
Fine loamy,Luvisol: Well drained mineral soils,221.8,1120,3,2,1.5478376189211325,1.1393797667789443,63.52356,67.02808
Fine loamy,Brown Earth: Well drained mineral soils,40.7,1158,3,2,1.7882369640331977,-0.26202945288842794,28.524757,0.5096419
Fine loamy,Brown Earth: Well drained mineral soils,29.6,1063,3,2,1.8661045547325088,-0.5292441618393635,28.831047,-16.5443
Fine loamy,Surface-water Gley: Poorly drained mineral soil,150.8,1355,3,2,1.499315477316589,0.9999988853676443,39.49572,52.51951
Peat,Peat soils,98.4,1719,2,0,-0.5914281819936122,0.7567796378084952,-28.276176,30.054201
Peat,Peat soils,82.5,969,1,1,-2.0129895913055766,-1.2650510884956887,-48.37018,-55.58177
