Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Peat,Peat soils,85.1,1630,1,1,-2.4455557786383393,-0.012504201699182094,-77.39962,14.034367
Fine loamy,Luvisol: Well drained mineral soils,149.6,851,3,2,1.8279938619865925,0.05131628414479117,98.56898,18.931946
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,93.9,1303,3,2,1.6163213229987905,0.4405729062258825,38.766907,30.904654
Peat,Peat soils,143.2,1669,2,0,-0.6245623055452589,1.0278210297504837,-23.104115,32.488014
Peat,Peat soils,150.0,1527,1,1,-2.4737284669589883,0.3231980437774751,-62.838936,16.950474
Peat,Peat soils,275.6,2017,1,3,-2.9753908416926773,2.25707404065591,-71.42603,45.461544
Peat,Peat soils,16.8,1364,1,1,-2.173053331215775,-1.0632748798246514,-79.584785,-7.8883567
All,River alluvium,62.7,935,0,1,-3.8932801629626512,-1.984712514130722,-101.25034,-28.450628
Fine loamy,Brown Podzolic: Well drained acid mineral soil,302.2,1075,3,2,1.4593579718284397,1.7091360760006467,29.663374,78.24514
Fine loamy,Brown Earth: Well drained mineral soils,56.5,1045,3,2,1.8384109494586562,-0.34410132470389576,46.554184,-12.955263
Fine loamy,Brown Earth: Well drained mineral soils,123.5,1297,3,2,1.5768922824852218,0.6700200495070261,42.3274,42.71541
Fine loamy,Luvisol: Well drained mineral soils,44.6,897,3,2,1.951828093159195,-0.71655583581639,49.762836,-37.98017
Fine loamy,Luvisol: Well drained mineral soils,95.2,930,3,2,1.8563670345404217,-0.24374000780647087,86.28186,-4.9512286
Peat,Peat soils,56.8,949,2,0,-0.03108029180484362,-1.0158684600123284,-6.7432923,-67.40625
Peat,Peat soils,211.0,1863,1,3,-2.780952877621023,1.4450320334083169,-69.980995,40.309635
Fine loamy,Brown Earth: Well drained mineral soils,110.0,1051,3,2,1.7562192920437036,0.10198954581191932,72.672676,20.681263
Fine loamy,Luvisol: Well drained mineral soils,37.7,1364,3,2,1.6590046692264044,0.0973508955018727,17.44907,25.611132
Fine loamy,Surface-water Gley: Poorly drained mineral soil,240.5,1145,2,0,-0.4270701315363503,0.8426073698021277,-0.35461086,60.131493
Fine loamy,Surface-water Gley: Poorly drained mineral soil,194.0,1404,3,2,1.404306181064281,1.4424657238369418,33.462532,62.195137
Fine loamy,Surface-water Gley: Poorly drained mineral soil,129.3,1073,2,0,-0.21762062114246428,-0.195494174782049,2.3142128,-18.903444
Fine loamy,Surface-water Gley: Poorly drained mineral soil,87.5,842,3,2,1.9247179826769791,-0.47027471536641874,89.568054,-30.560888
Peat,Peat soils,63.4,993,1,1,-2.000603577317515,-1.3756083166137891,-53.532024,-44.74591
Loamy,Podzols: Well drained acid mineral soil,168.0,1689,2,0,-0.6738313542654715,1.2666846649039663,-22.028696,35.31897
Peat,Peat soils,13.0,1345,2,0,-0.22384435080813114,-0.6341994262016056,-39.802284,-1.697459
Peat,Peat soils,120.0,1147,1,1,-2.183333170950804,-0.6286000531733649,-52.07108,7.363651
Fine loamy,Surface-water Gley: Poorly drained mineral soil,219.0,1516,3,2,1.2950681614212227,1.8543467376014036,25.98961,65.51676
Peat,Peat soils,119.4,928,1,1,-2.0403995942119137,-1.0414639553552107,-41.664257,-61.190895
Fine loamy,Luvisol: Well drained mineral soils,98.3,957,3,2,1.834316355507828,-0.16823974245699092,84.76264,-2.255275
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,20.2,1475,3,2,1.6126160225552262,0.1618771938231911,13.326327,31.819252
Fine loamy,Brown Earth: Well drained mineral soils,62.0,1075,3,2,1.810901794240361,-0.2435020818095761,45.639217,-6.586556
Fine loamy,Brown Earth: Well drained mineral soils,67.1,1140,3,2,1.7612751319117441,-0.0809512247409081,42.328007,6.860228
Fine loamy,Luvisol: Well drained mineral soils,88.7,1225,2,0,-0.2567962039134857,-0.2423718015338434,-14.844932,-8.735365
Fine loamy,Groundwater Gley: Poorly drained mineral soil,80.5,890,2,0,-0.027495693162726376,-0.933120130569813,10.400805,-63.56103
Fine loamy,Brown Earth: Well drained mineral soils,131.3,1036,2,0,-0.19654747808368844,-0.24816494313008985,4.8489585,-16.911348
Peat,Peat soils,18.4,1543,1,1,-2.2915042535369015,-0.7167998183694315,-83.90344,3.0637934
All,River alluvium,148.5,1304,0,1,-4.25820613757973,-0.599796520268078,-99.02237,-14.442758
Fine loamy,Surface-water Gley: Poorly drained mineral soil,58.7,1186,2,0,-0.18759226906511994,-0.5589034480456829,-23.052155,-26.421055
Peat,Peat soils,54.7,873,1,1,-1.9100321222981145,-1.6698866891116508,-66.17292,-52.44086
Fine loamy,Luvisol: Well drained mineral soils,25.3,1072,3,2,1.8665599086805535,-0.5474332359276489,26.661102,-16.221636
Coarse loamy,Brown Earth: Well drained mineral soils,44.8,985,3,2,1.8944537423086052,-0.5509902630756622,45.522182,-29.037962
Peat,Peat soils,373.8,1402,1,3,-2.720188252714262,1.9096480933376219,-54.01373,52.089157
Peat,Peat soils,44.0,1191,2,0,-0.16932141347494367,-0.6690881949535391,-29.172277,-27.401346
Loamy,Podzols: Well drained acid mineral soil,290.9,1381,2,0,-0.6539154495611523,1.6919765021321669,-9.046801,57.8015
Fine loamy,Luvisol: Well drained mineral soils,92.6,1002,3,2,1.8134690936322837,-0.13074346887926092,70.26239,0.5695881
Coarse loamy,Brown Earth: Well drained mineral soils,45.8,937,3,2,1.9241256368708806,-0.6322827155427927,48.959778,-34.12449
All,River alluvium,61.0,888,2,0,0.00234076981691711,-1.0953657840349114,0.2196381,-70.69602
Peat,Peat soils,67.0,1139,1,1,-2.100575976652121,-1.074352217636358,-58.335316,-20.549055
Fine loamy,Surface-water Gley: Poorly drained mineral soil,73.2,982,2,0,-0.0764880667996044,-0.8210718867780532,-4.165045,-49.783993
Fine loamy,Luvisol: Well drained mineral soils,15.0,1169,2,0,-0.11260816023846143,-0.9458204485409106,-38.317383,-31.913952
Fine loamy,Brown Podzolic: Well drained acid mineral soil,91.7,1393,3,2,1.5611621732435825,0.5903542587595858,34.242348,39.099937
Peat,Peat soils,103.0,1889,2,0,-0.7084318480665495,1.1108757899833357,-30.883242,34.301487
Coarse loamy,Brown Earth: Well drained mineral soils,6.6,1801,3,2,1.4210587164115882,0.65864200777656,11.472525,44.124798
Fine loamy,Luvisol: Well drained mineral soils,5.8,981,3,2,1.9541266682678922,-0.875481570005859,29.958559,-37.072273
All,River alluvium,46.0,970,0,1,-3.891541865304803,-2.055267152963479,-104.831474,-27.820778
Fine loamy,Surface-water Gley: Poorly drained mineral soil,134.1,990,3,2,1.7605157822000317,0.18426365950966717,90.81393,23.393103
Fine loamy,Luvisol: Well drained mineral soils,61.0,937,3,2,1.901879733037986,-0.5087186023091732,62.051083,-27.949125
Fine loamy,Surface-water Gley: Poorly drained mineral soil,213.0,1430,3,2,1.3596337708034998,1.6453576035356052,32.516468,66.61994
Fine loamy,Luvisol: Well drained mineral soils,79.6,1229,2,0,-0.24607255261210081,-0.3088958792442451,-18.383076,-17.223248
Fine loamy,Surface-water Gley: Poorly drained mineral soil,173.0,1390,2,0,-0.4872012353883184,0.7503082659820941,-12.428271,20.292145
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,81.4,1318,3,2,1.6248858265377768,0.36690195354062816,30.939915,27.867664
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,125.7,1231,3,2,1.6164837118068949,0.5649495321948361,49.43194,40.570713
Fine loamy,Luvisol: Well drained mineral soils,47.4,901,2,0,0.013812484327306862,-1.1817047794287774,-4.135137,-71.712975
Fine loamy,Luvisol: Well drained mineral soils,135.0,1200,3,2,1.6229810367322788,0.5827997638762143,54.17337,44.398308
Fine loamy,Luvisol: Well drained mineral soils,194.0,969,3,2,1.6864711139221145,0.6320818354470144,69.99142,64.67434
Fine loamy,Brown Earth: Well drained mineral soils,73.0,1229,3,2,1.6949099121057545,0.13281384192999002,35.494625,22.276665
Peat,Peat soils,77.4,1161,1,1,-2.130067268619404,-0.9488234184006523,-56.337105,-12.655871
Peat,Peat soils,309.2,1563,1,3,-2.730076619332763,1.6844357983723905,-57.272095,45.453682
All,River alluvium,203.0,1775,0,1,-4.643485924699231,0.7206960006404519,-98.511406,-11.49597
Peat,Peat soils,87.0,2286,2,3,-0.9425311493612205,1.7204000349915307,-33.234303,44.942062
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",30.1,1283,3,2,1.722668677606034,-0.11533022998754427,16.428871,12.665106
Peat,Lithosols: Stony mineral soils often overlying bedrock,549.8,2267,2,3,-1.6075359338774424,5.447206036352508,-24.458876,64.4716
Fine loamy,Luvisol: Well drained mineral soils,83.8,994,2,0,-0.09978551784720668,-0.7125467586227988,0.8250204,-44.812626
Fine loamy,Brown Earth: Well drained mineral soils,203.5,1304,3,2,1.4552679929751209,1.3333981478516486,37.95418,67.48086
Fine loamy,Luvisol: Well drained mineral soils,53.8,886,3,2,1.9454986723537786,-0.6622594965813401,60.55895,-38.11193
Peat,Peat soils,78.2,1183,1,1,-2.145508516060648,-0.9013351117335484,-56.446278,-11.353189
All,River alluvium,56.1,1083,0,1,-3.9796217000244694,-1.7626485355723043,-104.55174,-22.726955
Peat,Lithosols: Stony mineral soils often overlying bedrock,354.0,1449,2,0,-0.7903737626221106,2.331610856205493,-13.496054,62.111313
Fine loamy,Surface-water Gley: Poorly drained mineral soil,74.6,1031,3,2,1.8210019315947505,-0.2230437998860606,56.34645,-9.638547
Coarse loamy,Brown Earth: Well drained mineral soils,39.0,995,3,2,1.8964557606957797,-0.5795102126602286,39.90926,-25.832287
Peat,Peat soils,6.0,1356,1,1,-2.1520577909794696,-1.1659740457048329,-80.82681,-8.774589
Peat,Peat soils,61.9,1001,1,1,-2.0035974980048334,-1.3728985318371287,-53.4229,-44.430683
Coarse loamy,Brown Earth: Well drained mineral soils,114.4,1273,2,0,-0.3255447848138058,0.055970770889710586,-13.284443,2.306327
Fine loamy,Luvisol: Well drained mineral soils,116.5,889,3,2,1.8517883539888977,-0.1469686750899708,96.90745,8.294402
Coarse loamy,Brown Earth: Well drained mineral soils,44.3,1210,3,2,1.749238136396606,-0.13589079186192365,27.534864,7.4079175
Fine loamy,Surface-water Gley: Poorly drained mineral soil,63.5,973,2,0,-0.05645377248051098,-0.916691864352312,-5.8784757,-54.586548
Fine loamy,Surface-water Gley: Poorly drained mineral soil,65.7,1111,2,0,-0.14918796684389068,-0.6417202822816397,-18.19289,-38.577583
Fine loamy,Brown Earth: Well drained mineral soils,132.2,1047,2,0,-0.20499987495670835,-0.2203561808085901,3.9065974,-17.353857
Peat,Peat soils,296.0,1595,1,3,-2.731514768687507,1.6367445680525807,-58.13193,45.040077
All,River alluvium,49.5,968,3,2,1.898602209983153,-0.5444531135375228,48.401676,-28.751266
Coarse loamy,Brown Earth: Well drained mineral soils,43.8,1417,2,0,-0.315624738296445,-0.24968700687946865,-34.82938,6.05026
Coarse loamy,Brown Earth: Well drained mineral soils,3.0,1036,3,2,1.922548571927801,-0.7957810496223999,20.322508,-21.228725
Peat,Peat soils,58.4,1121,1,1,-2.0763136881057265,-1.1777966186451987,-60.272026,-23.708515
Peat,Peat soils,25.0,1473,1,1,-2.2557578078840734,-0.7935535824579316,-82.24812,0.38485438
Clayey,Surface-water Gley: Poorly drained mineral soil,163.0,1713,2,0,-0.6820813431750286,1.2707494102459997,-22.856853,35.156334
Fine loamy,Surface-water Gley: Poorly drained mineral soil,13.6,1178,2,0,-0.11639709057432324,-0.9404347904990976,-38.916157,-31.52158
Fine loamy,Brown Earth: Well drained mineral soils,127.7,1014,2,0,-0.1770083009890162,-0.3184150601297028,6.439098,-17.018503
Fine loamy,Brown Earth: Well drained mineral soils,125.7,1035,2,0,-0.1877029637587686,-0.29555151526267065,5.6618466,-18.404175
Fine loamy,Luvisol: Well drained mineral soils,129.0,1008,3,2,1.7563040780293377,0.17633777424873243,78.48835,29.002487
Loamy,Podzols: Well drained acid mineral soil,83.0,1524,2,0,-0.4424018403772818,0.26831414480490157,-28.640308,15.1596365
Fine loamy,Brown Earth: Well drained mineral soils,91.1,1269,3,2,1.6424735232663936,0.35447074599622974,39.496742,29.08482
Peat,Peat soils,174.0,1396,1,1,-2.4238797709077025,0.2742526329482198,-58.599293,16.165098
Fine loamy,Surface-water Gley: Poorly drained mineral soil,123.8,1027,2,0,-0.17973298563514506,-0.3259006411573775,6.2989693,-18.475702
All,River alluvium,47.7,1001,0,1,-3.914138199582939,-1.9836959869100008,-105.19619,-26.554998
All,Lake alluvium,6.2,1040,2,0,-0.01605245542600553,-1.2576783060444292,-20.283432,-73.56407
Peat,Peat soils,166.3,1318,1,1,-2.3620153729517845,0.06634744006390259,-56.354134,14.722913
Peat,Peat soils,179.3,1587,1,1,-2.5555296747733403,0.6731612185250113,-63.903584,28.232233
Peat,Peat soils,121.6,1288,1,1,-2.277135202585499,-0.35291714748554104,-55.102543,5.7065554
Fine loamy,Brown Earth: Well drained mineral soils,190.8,1283,3,2,1.4874767864253693,1.1910350987389453,40.330135,66.30176
Peat,Peat soils,152.6,1256,2,0,-0.37042511834991254,0.33483672262036634,-9.784023,13.113497
Fine loamy,Luvisol: Well drained mineral soils,102.2,1119,3,2,1.7235264119927596,0.1652623453942179,57.998135,22.768602
Clayey,Surface-water Gley: Poorly drained mineral soil,185.4,1600,1,1,-2.5728898224674257,0.7469678172562966,-63.697395,29.329067
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,61.9,864,3,2,1.9479143576823414,-0.6373977632629696,65.34426,-43.663044
Fine loamy,Brown Earth: Well drained mineral soils,84.7,1271,3,2,1.6505429095809578,0.30616965388562156,37.531647,27.170395
Peat,Lithosols: Stony mineral soils often overlying bedrock,361.7,1457,2,0,-0.806832309313549,2.409109446360396,-13.803776,62.442913
Fine loamy,Luvisol: Well drained mineral soils,112.8,1036,3,2,1.761851187661236,0.09680708413098227,73.98212,21.557388
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,30.5,1282,2,0,-0.20859114500402454,-0.6093040540798975,-35.030582,-20.948927
Fine loamy,Luvisol: Well drained mineral soils,128.5,1098,3,2,1.698656899555977,0.33993879734145893,70.08747,33.29698
Coarse loamy,Brown Earth: Well drained mineral soils,24.0,1078,3,2,1.8645705887684043,-0.5468235104909355,25.87813,-15.853216
Fine loamy,Surface-water Gley: Poorly drained mineral soil,58.2,1404,2,0,-0.3282672898506709,-0.15684463710488572,-30.469805,4.1627645
Fine loamy,Surface-water Gley: Poorly drained mineral soil,74.5,935,2,0,-0.04790389114683169,-0.8980626223848518,5.1149116,-57.89584
Fine loamy,Brown Earth: Well drained mineral soils,153.5,903,3,2,1.788555970458562,0.17989371056406434,97.65641,20.711336
Fine loamy,Luvisol: Well drained mineral soils,70.1,871,3,2,1.931372692856569,-0.5576975155876809,75.28749,-38.57012
Peat,Peat soils,73.1,862,1,1,-1.9298261691076508,-1.5408015444983576,-51.39121,-71.98657
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,68.1,1123,2,0,-0.16048433819216834,-0.5998547415287326,-18.033833,-37.151028
Fine loamy,Luvisol: Well drained mineral soils,28.9,1272,3,2,1.7315601383704928,-0.14557775770181314,16.24317,11.424779
Fine loamy,Luvisol: Well drained mineral soils,53.5,895,3,2,1.9400998410826409,-0.6479316987660414,60.145164,-37.516068
Coarse loamy,Brown Earth: Well drained mineral soils,10.0,1193,3,2,1.8104649099581858,-0.4463931433837288,13.721796,-3.6332972
Fine loamy,Luvisol: Well drained mineral soils,80.3,957,3,2,1.8606601889941503,-0.3145656660231191,76.99062,-12.306874
Peat,Peat soils,360.0,2190,1,3,-3.2111314679425016,3.2654706417099413,-64.82731,58.567787
Fine loamy,Luvisol: Well drained mineral soils,10.6,1290,2,0,-0.18465581368310247,-0.7561718800597239,-39.544395,-4.196844
Peat,Peat soils,68.1,1220,1,1,-2.1547269340505792,-0.9145110089902653,-61.91404,-9.4655905
Fine loamy,Brown Podzolic: Well drained acid mineral soil,247.3,1117,3,2,1.5124631532030346,1.3410859707616036,32.831154,78.046844
Fine loamy,Luvisol: Well drained mineral soils,57.6,1258,3,2,1.6986375296757528,0.06164947766051987,28.795944,18.519424
Peat,Peat soils,89.5,1133,1,1,-2.12961383840164,-0.902622521984076,-52.942665,-15.387465
Peat,Peat soils,39.0,1379,1,1,-2.2152738844531985,-0.8548619687463141,-75.12197,-2.7411323
Peat,Peat soils,160.6,1911,1,3,-2.7383255847263923,1.1247411178661846,-75.783325,36.61367
Fine loamy,Luvisol: Well drained mineral soils,124.2,915,3,2,1.8236540169723074,-0.035936958518932194,94.939095,14.268115
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,73.5,987,2,0,-0.08017040578136303,-0.809318364047469,-4.190477,-49.54797
Fine loamy,Brown Earth: Well drained mineral soils,26.9,805,3,2,2.037409124415965,-1.03183452900555,54.35673,-53.527576
Fine loamy,Surface-water Gley: Poorly drained mineral soil,25.4,1164,3,2,1.8067372923881875,-0.3752287791142588,22.010912,-4.371834
Fine loamy,Brown Earth: Well drained mineral soils,152.4,1190,3,2,1.6040018812094736,0.7056186419811745,57.794468,48.69499
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,19.0,1633,2,0,-0.41943827383933296,-0.04889409568807079,-39.607,14.747003
Fine loamy,Luvisol: Well drained mineral soils,103.8,1021,3,2,1.7847529296753564,-0.004300149665527497,72.633415,10.9475155
Peat,Peat soils,98.0,1269,1,1,-2.230271064449105,-0.5801627696003849,-55.124443,-1.0432984
Peat,Peat soils,399.0,1806,1,3,-3.0191262468929625,2.867136779225674,-58.651615,55.869328
Fine loamy,Brown Earth: Well drained mineral soils,44.7,1170,3,2,1.7745989185972473,-0.20715716337408718,29.25393,2.5219867
Fine loamy,Surface-water Gley: Poorly drained mineral soil,62.3,1240,2,0,-0.2278884067378395,-0.42903888408405255,-25.097849,-16.714468
Loamy,Brown Podzolic: Well drained acid mineral soil,165.0,1285,3,2,1.5239389710529698,0.9850271778959541,43.747433,57.463802
Peat,Peat soils,100.8,1261,2,0,-0.29785669485181687,-0.07694201119323185,-14.31866,-1.8645022
Fine loamy,Luvisol: Well drained mineral soils,105.5,948,3,2,1.8296167172758748,-0.12647593623860698,88.34204,1.736692
Peat,Peat soils,206.0,1311,2,0,-0.48425451701952094,0.8713992932491816,-7.9558077,25.01983
All,River alluvium,30.5,838,0,1,-3.783234435196024,-2.42717962530819,-104.66867,-34.10487
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",126.0,1649,3,2,1.3449068503647101,1.34610201102896,20.469795,53.474434
Peat,Peat soils,20.0,1463,1,1,-2.241953526179455,-0.8528291870130421,-82.75758,-0.82057184
Fine loamy,Surface-water Gley: Poorly drained mineral soil,68.7,1178,3,2,1.7342845671376397,0.002847679787921553,40.225815,10.807868
Fine loamy,Brown Earth: Well drained mineral soils,26.5,802,3,2,2.0399405079920747,-1.0406750705985974,54.329422,-53.633835
Fine loamy,Luvisol: Well drained mineral soils,93.7,1031,3,2,1.7930481971731531,-0.06777573654644664,67.87733,3.0400324
Coarse loamy,Brown Earth: Well drained mineral soils,86.1,846,3,2,1.924172327431437,-0.4742038146624209,88.85907,-30.241707
Loamy,Podzols: Well drained acid mineral soil,361.4,1494,2,0,-0.8303934810904776,2.4755998852674606,-14.18973,62.205025
All,River alluvium,41.7,1110,0,1,-3.9760603187231394,-1.8294095848010041,-107.58634,-21.962269
Coarse loamy,Brown Earth: Well drained mineral soils,165.5,1222,2,0,-0.36725059506760127,0.3763632846122813,-7.4489207,16.420193
Fine loamy,Luvisol: Well drained mineral soils,71.9,894,3,2,1.9138192440924646,-0.5002170394771178,73.533104,-28.83442
All,River alluvium,1.5,1091,0,1,-3.9049013119271376,-2.1916002253157223,-113.88178,-18.836697
Peat,Peat soils,39.8,977,1,1,-1.9556854042353136,-1.5972650843259442,-63.251537,-39.683197
Fine loamy,Brown Podzolic: Well drained acid mineral soil,203.5,1346,3,2,1.4280244822164327,1.4116421094892968,36.118206,67.03606
Fine loamy,Brown Earth: Well drained mineral soils,167.4,1058,2,0,-0.26365191008421984,0.08628475808614344,1.8692937,12.875367
Fine loamy,Brown Earth: Well drained mineral soils,205.3,1345,2,0,-0.5052843052203393,0.9290491905631981,-8.516853,25.301212
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,66.7,1391,2,0,-0.33227491820660227,-0.11196465338808925,-28.60377,4.0881886
Fine loamy,Luvisol: Well drained mineral soils,90.0,942,3,2,1.8561936151085918,-0.2636565236703735,81.582375,-9.0194845
Peat,Peat soils,202.9,1307,1,1,-2.4084459625086025,0.34338435183850313,-53.498665,31.584908
All,River alluvium,-0.9,976,0,1,-3.82679347371827,-2.4253497672276234,-115.73988,-20.622387
Peat,Peat soils,293.0,2092,2,3,-1.1181826146447165,3.0336063533188775,-23.180668,54.1699
Fine loamy,Brown Earth: Well drained mineral soils,27.0,940,2,0,0.018371283240642633,-1.2748857189020972,-11.868241,-74.031845
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,93.0,1238,3,2,1.6598010908472656,0.31216476465597776,42.290413,28.139833
Sandy,Brown Podzolic: Well drained acid mineral soil,446.1,1248,2,0,-0.7947867186629312,2.7058585868053426,-13.1870985,66.05418
Fine loamy,Luvisol: Well drained mineral soils,111.1,935,3,2,1.8298533732038509,-0.10517068465190904,91.83216,3.806173
Fine loamy,Luvisol: Well drained mineral soils,139.3,1097,2,0,-0.2478238046239567,-0.06949115980157561,0.5813868,-17.461058
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,87.5,1267,3,2,1.649039599999786,0.32147965834787806,38.067513,27.457176
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,101.0,1234,3,2,1.6506873404811557,0.36974670259289355,48.163483,32.756615
Fine loamy,Brown Earth: Well drained mineral soils,46.0,1254,2,0,-0.21311377222256578,-0.5354638165452748,-30.667522,-20.58882
Peat,Peat soils,126.1,1314,1,1,-2.300586191426743,-0.2678989284373696,-55.93337,5.878208
Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.5,791,2,0,0.04989307036876944,-1.1907152876416192,9.03639,-77.45418
Peat,Peat soils,174.0,1863,1,3,-2.726801664343583,1.1442509683001645,-74.320045,36.56838
Fine loamy,Brown Earth: Well drained mineral soils,96.1,1060,2,0,-0.16059836858841603,-0.4896025806601165,-0.07929209,-34.484524
Peat,Peat soils,32.987026,1114,1,1,-2.0345800387877104,-1.3974248839799182,-72.07307,-21.215597
Fine loamy,Luvisol: Well drained mineral soils,66.7,793,3,2,1.9869438417018648,-0.7306470711756453,68.12616,-53.23069
Fine loamy,Surface-water Gley: Poorly drained mineral soil,57.8,1169,2,0,-0.17524794208371608,-0.5978899191725612,-23.405016,-27.547983
Peat,Peat soils,77.1,1064,1,1,-2.0667086679757585,-1.1319684761470372,-45.482048,-50.930576
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,55.0,1137,3,2,1.7809300072539633,-0.184903616651939,37.056076,-1.7137686
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,56.5,1229,3,2,1.7190584261348834,-0.0013182546722942945,31.120193,17.36954
Peat,Peat soils,81.7,888,2,0,-0.027954638692353484,-0.9270909719338638,10.738197,-63.55614
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,249.5,1251,2,0,-0.5089994801942939,1.113243187146875,-3.0815542,56.391216
Peat,Peat soils,68.3,1087,3,2,1.79389759230338,-0.1699325909506746,46.4832,-2.5505903
Fine loamy,Brown Earth: Well drained mineral soils,124.0,1318,3,2,1.562538753953481,0.7132066393137984,40.62107,44.59868
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,25.0,1043,3,2,1.885809968095848,-0.6038975938797463,26.631105,-19.027857
Fine loamy,Surface-water Gley: Poorly drained mineral soil,242.0,1491,3,2,1.277622971862522,1.994744964357936,26.752058,68.336235
Fine loamy,Brown Earth: Well drained mineral soils,142.3,991,3,2,1.7478660474826428,0.2527861983795776,92.36724,24.239086
Fine loamy,Luvisol: Well drained mineral soils,94.5,909,3,2,1.8710132723331228,-0.28855244120842216,90.26772,-7.628838
Fine loamy,Luvisol: Well drained mineral soils,85.7,1105,2,0,-0.17456696283142037,-0.4903136315690977,-9.291987,-30.536936
Peat,Peat soils,153.9,1424,3,2,1.450021287525308,1.1537431123547726,33.5983,54.574253
Sandy,Brown Podzolic: Well drained acid mineral soil,93.0,1066,3,2,1.7713697539542705,-0.008262887764867166,64.26158,10.3227625
Peat,Peat soils,82.6,1022,1,1,-2.0475146618934477,-1.1655017389172573,-46.471138,-52.686417
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,86.0,1372,2,0,-0.34819691654594287,0.009533175663005933,-24.235952,4.863671
Peat,Peat soils,94.9,873,1,1,-1.9688666837509006,-1.3430921264806308,-45.229336,-67.0474
All,River alluvium,55.1,888,2,0,0.010975693015211618,-1.1433281700926978,-1.6862366,-71.3705
Fine loamy,Luvisol: Well drained mineral soils,50.9,791,3,2,2.0113651833537647,-0.8628146181299284,62.029694,-53.253143
Fine loamy,Luvisol: Well drained mineral soils,97.5,808,3,2,1.9321367902431978,-0.4523228855046024,93.10766,-31.764526
Fine loamy,Luvisol: Well drained mineral soils,104.9,806,3,2,1.9226038576238382,-0.39589257541809786,93.73513,-31.448608
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,80.0,1085,3,2,1.778071410573399,-0.07854664356781726,56.263695,3.1061423
Peat,Peat soils,3.4,1339,1,1,-2.1372254352799134,-1.2187801873907342,-80.74316,-9.362871
Fine loamy,Brown Earth: Well drained mineral soils,19.1,1161,3,2,1.8179035991625927,-0.4320317067650926,18.478424,-5.511297
Fine loamy,Brown Earth: Well drained mineral soils,71.2,1021,3,2,1.8324645392116956,-0.2693126556797375,56.86264,-12.462853
Peat,Peat soils,64.6,1156,1,1,-2.1080906008276994,-1.0621921658299367,-59.683384,-20.488655
Fine loamy,Brown Earth: Well drained mineral soils,192.1,1102,3,2,1.6029807344987157,0.8644088664786977,63.590153,61.576454
Fine loamy,Surface-water Gley: Poorly drained mineral soil,25.0,1135,2,0,-0.10518935267224272,-0.9278686186790942,-34.6479,-32.629112
Fine loamy,Surface-water Gley: Poorly drained mineral soil,91.5,1176,2,0,-0.2291100376817785,-0.3108946131119241,-10.263091,-23.277111
Loamy,Podzols: Well drained acid mineral soil,405.0,1303,2,0,-0.7703109915293482,2.4742100587119844,-12.566561,65.346855
Fine loamy,Surface-water Gley: Poorly drained mineral soil,203.7,1115,3,2,1.5775710821282543,0.9829261640774112,62.867702,63.35626
Peat,Peat soils,8.2,1162,1,1,-2.0294385193456073,-1.5095023508650935,-77.55474,-18.471521
Peat,Peat soils,360.0,1542,2,0,-0.8594799571308354,2.553640650544233,-14.673548,61.75158
Peat,Peat soils,146.0,1356,1,1,-2.3569542736508637,-0.027883529079390623,-58.616966,13.709499
Peat,Peat soils,264.0,1742,3,2,1.0826125436229566,2.6411885781859743,22.660137,68.55607
Fine loamy,Brown Earth: Well drained mineral soils,44.6,1232,3,2,1.7345286621077598,-0.09246709418276777,25.181923,11.590782
Fine loamy,Luvisol: Well drained mineral soils,256.6,1409,3,2,1.3094449072937513,1.960669526465848,28.14611,70.92896
Fine loamy,Surface-water Gley: Poorly drained mineral soil,183.8,1050,3,2,1.6488582297678471,0.7000628809654823,67.04038,59.92407
Coarse loamy,Brown Earth: Well drained mineral soils,186.5,1202,2,0,-0.3850119671070309,0.5098178327548366,-4.255456,20.263966
Peat,Peat soils,60.1,1074,3,2,1.8143311872375367,-0.2608105474313416,45.36318,-7.2601237
Fine loamy,Luvisol: Well drained mineral soils,67.7,798,3,2,1.9822370203067488,-0.7132030958619341,68.474304,-53.035496
